Upload Image,Prediction,Uploaded Image,timestamp
.gradio\flagged\Upload Image\7d844830b26e1ac0ec1e\106467352-1585602933667virus-medical-flu-mask-health-protection-woman-young-outdoor-sick-pollution-protective-danger-face_t20_o07dbe.jpg,This person is wearing a mask !!!!,.gradio\flagged\Uploaded Image\19f3267287cf85a82065\image.webp,2025-07-26 01:48:27.752908
